business,category,niche(s),score,tier,tier_label,score_web_opportunity,score_budget,score_niche_fit,score_reachability,score_reputation,score_operational,has_website,website,phone,rating,review_count,primary_type,maps_url,address,status
хотел Адамо,Hospitality,lodging,77,B,Warm,45,100,100,100,48,100,yes,http://hotel-adamo.com/,052 727 800,3.7,616,hotel,https://maps.google.com/?cid=2560074803046496361&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Западна промишлена зонаМладост, ул. „Девня“ 106, 9009 Варна",OPERATIONAL
Хотел Колор,Hospitality,lodging,77,B,Warm,45,100,100,100,48,100,yes,http://www.hotel-color.eu/,089 837 3133,3.7,513,hotel,https://maps.google.com/?cid=7293431526233863709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Рали Мавридов“ 23, 9000 Варна",OPERATIONAL
Master Grill Varna,Hospitality,restaurant,77,B,Warm,45,99,100,100,48,100,yes,https://www.facebook.com/Master-Grill-Varna-600648303740637/,087 699 1746,3.7,249,fast_food_restaurant,https://maps.google.com/?cid=15171701939862651928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВладиславовоМладост, ул. „Вяра“ 140, 9000 Варна",OPERATIONAL
Хотел Каприз,Hospitality,lodging,77,B,Warm,45,95,100,100,52,100,yes,http://capricehotel-bg.com/,052 615 168,3.8,185,hotel,https://maps.google.com/?cid=4000597249375228088&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Христо БотевОдесос, ул. „Парижка Комуна“ 2А, 9000 Варна",OPERATIONAL
Щастлив век,Hospitality,restaurant,77,B,Warm,45,95,100,100,52,100,yes,https://shtastlivvekvarna.com/,052 621 485,3.8,184,chinese_restaurant,https://maps.google.com/?cid=16122306893000385508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Граф Игнатиев“ 17, 9000 Варна",OPERATIONAL
Хотел Акрополис,Hospitality,lodging,77,B,Warm,45,95,100,100,60,100,yes,http://www.hotelacropolisvarna.com/,089 850 6505,4,183,hotel,https://maps.google.com/?cid=7614600357215437269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Цар Иван Шишман“ 13, 9000 Варна",OPERATIONAL
Тавичката Левски,Hospitality,restaurant,77,B,Warm,45,92,100,100,68,100,yes,https://tavichkata.bg/,087 625 2000,4.2,153,fast_food_restaurant,https://maps.google.com/?cid=17339729737336177071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Евлоги Георгиев“ 12, 9010 Варна",OPERATIONAL
Нов Дом 1 - агенция за недвижими имоти,Real Estate,real_estate,77,B,Warm,45,90,100,100,68,100,yes,https://novdom1.bg/,052 460 496,4.2,130,real_estate_agency,https://maps.google.com/?cid=17146217833320794987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Бул, Варна ЦентърПриморски, бул. „8-ми Приморски полк“ 83, 9000 Варна",OPERATIONAL
Grill House OSTRAVA - Обедно меню Варна Левски,Hospitality,restaurant,77,B,Warm,45,89,100,100,68,100,yes,https://www.facebook.com/GrillHouseOSTRAVA/,089 994 0055,4.2,125,restaurant,https://maps.google.com/?cid=1943677774425253638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Студентска“, 9010 Варна",OPERATIONAL
АДРЕС Недвижими имоти Варна Младост,Real Estate,real_estate,77,B,Warm,45,86,100,100,76,100,yes,http://www.address.bg/,088 764 8044,4.4,96,real_estate_agency,https://maps.google.com/?cid=7576251106047396045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ТрошевоМладост, ул. „Вярност“ 23-25, 9009 Варна",OPERATIONAL
Дентален център „Д-р Даковски“,Health,dental,77,B,Warm,45,85,100,100,76,100,yes,http://www.dakovski.com/,087 988 8371,4.4,93,dental_clinic,https://maps.google.com/?cid=12924849800309886493&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Граф Игнатиев“ 18, 9000 Варна",OPERATIONAL
Здравница Зъболандия - Зъболекарска и Ортодонтска Практика,Health,dental,77,B,Warm,45,84,100,100,84,100,yes,http://toothland.bg/,088 942 4276,4.6,84,dentist,https://maps.google.com/?cid=6793368311845642152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Северна промишлена зонаМладост, ул. „Академик Андрей Сахаров“ №27, ет.1, 9009 Варна",OPERATIONAL
Opera Family Hotel,Hospitality,lodging,77,B,Warm,45,83,100,100,84,100,yes,https://hoteloperaplaza.com/,087 630 3068,4.6,80,hotel,https://maps.google.com/?cid=2750545898086148487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Фредерик Шопен“ 2, 9000 Варна",OPERATIONAL
ресторант Мястото,Hospitality,restaurant,77,B,Warm,45,82,100,100,84,100,yes,https://www.facebook.com/myastoto.vladislavovo/,087 899 8940,4.6,76,restaurant,https://maps.google.com/?cid=3778919537741993879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. Владислав ВарненчикВладислав Варненчик, бул. „Света Елена“ 26А, 9023 Варна",OPERATIONAL
MORE fish & grill,Hospitality,restaurant,77,B,Warm,45,81,100,100,84,100,yes,https://order.bg/morevarna/menu,088 460 6090,4.6,71,seafood_restaurant,https://maps.google.com/?cid=15806779484064096477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"м-ст Салтанат, Х-л Класик, сграда А УПИ№ II 535 Б, ет.1, СалтанатПриморски, 9000 Варна",OPERATIONAL
LUXIMMO - Varna,Real Estate,real_estate,77,B,Warm,45,81,100,100,92,100,yes,http://www.luximmo.bg/,052 813 647,4.8,68,real_estate_agency,https://maps.google.com/?cid=122051214307413774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Княгиня Мария Луиза“ 10, ет. 3, 9000 Варна",OPERATIONAL
Дентална практика СИ-Дент,Health,dental,77,B,Warm,45,80,100,100,88,100,yes,http://www.zubni-implanti.com/,088 566 3314,4.7,67,dentist,https://maps.google.com/?cid=7580638914484021338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 112, 9000 Варна",OPERATIONAL
EXPERT estate BG,Professional Services,real_estate,77,B,Warm,45,79,100,100,96,100,yes,http://www.expertestate.bg/bg,089 696 9369,4.9,62,consultant,https://maps.google.com/?cid=6327328761548492196&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Христо Ботев“ 18В, 9000 Варна",OPERATIONAL
"Nutrio Bar - Mladost, Varna",Hospitality,restaurant,77,B,Warm,45,79,100,100,92,100,yes,https://www.nutrio.bar/?utm_source=GBP.website&utm_medium=GBP&utm_campaign=fd10990-website,0700 50 012,4.8,62,fast_food_restaurant,https://maps.google.com/?cid=3848118664720208473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"VladislavovoMladost, ВладиславовоМладост, улица Атанас Стоев, 9027 Варна",OPERATIONAL
Пиле на грил Варна грил Тишо,Hospitality,restaurant,77,B,Warm,45,79,100,100,92,100,yes,https://galin188.wixsite.com/tishogrillvarna,089 509 4623,4.8,62,chicken_restaurant,https://maps.google.com/?cid=3031381379284779165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, бул. „Васил Левски“ 33, 9010 Варна",OPERATIONAL
Стоматологично студио Венелинов,Health,dental,77,B,Warm,45,79,100,100,92,100,yes,http://www.venelinov.com/,088 567 5793,4.8,62,dental_clinic,https://maps.google.com/?cid=8070322458895542279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"бл.200 ет. 2 Офис 1, ж.к. ЧайкаПриморски, ж.к. Чайка бл.200, 9010 Варна",OPERATIONAL
Дентален кабинет”ХелиосДент”/д-р Николета Димитрова(Лечева); д-р Иван Иванов,Health,dental,77,B,Warm,45,79,100,100,92,100,yes,https://helios-dent.weebly.com/,089 787 2389,4.8,61,dentist,https://maps.google.com/?cid=17522110051185252586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Битоля“ 3, 9002 Варна",OPERATIONAL
Дентален Център Динкови / 3Д Зъбен Рентген,Health,dental,77,B,Warm,45,79,100,100,88,100,yes,http://www.dinkovi.com/,052 637 777,4.7,59,dental_clinic,https://maps.google.com/?cid=4944280388720481774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Княгиня Мария Луиза“ 27, 9000 Варна",OPERATIONAL
Дентсмайл ООД,Health,dental,77,B,Warm,45,79,100,100,92,100,yes,http://зъболекар-варна.com/,052 829 271,4.8,59,dentist,https://maps.google.com/?cid=11324561768719541468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. Владислав ВарненчикВладислав Варненчик, ж.к. Владислав Варненчик 403, вход 8, 9023 Варна",OPERATIONAL
K Dent Clinic - Дентална и естетична клиника в гр.Варна,Health,dental,77,B,Warm,45,77,100,100,100,100,yes,https://kdentclinic.com/,089 380 8844,5,54,dental_clinic,https://maps.google.com/?cid=398105352313406842&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Черна“ 3, вх. В, ет.2, 9002 Варна",OPERATIONAL
ATLANTA REAL ESTATE,Real Estate,real_estate,77,B,Warm,45,77,100,100,92,100,yes,http://www.atlantabg.eu/,088 455 1510,4.8,53,real_estate_agency,https://maps.google.com/?cid=11944890780543971757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Търговски център Приморски, Св. Св. Константин И ЕленаПриморски, 9006 Варна",OPERATIONAL
Агенция за Недвижими Имоти «ФРИДОМ»,Real Estate,real_estate,77,B,Warm,45,76,100,100,100,100,yes,https://www.freedomvarna.com/,089 930 0778,5,50,real_estate_agency,https://maps.google.com/?cid=15655597528305788356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. БризПриморски, бул. „Княз Борис 1» 125, 9010 Варна",OPERATIONAL
DentaLex,Health,dental,77,B,Warm,45,75,100,100,97,100,yes,https://dentalex.bg/,087 791 8280,5,47,dental_clinic,https://maps.google.com/?cid=1418530043686916864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"g.k. Kaysieva gradinaVladislav Varnenchik, ж.к. Кайсиева градинаВладислав Варненчик, ж.к. Владислав Варненчик 240, 9023 Варна",OPERATIONAL
Купи Дом Недвижими Имоти Варна,Real Estate,real_estate,77,B,Warm,45,75,100,100,96,100,yes,https://kupidom.bg/,052 800 101,5,46,real_estate_agency,https://maps.google.com/?cid=16849723181609286530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Димитър Икономов“ 36, вх А, ет 1, офис 6, 9000 Варна",OPERATIONAL
Kebapa Papa / Кебапа папа,Hospitality,restaurant,76,B,Warm,100,78,100,20,1,100,no,,,2.3,56,fast_food_restaurant,https://maps.google.com/?cid=13691762614895827064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Цветен кварталПриморски, ул. „Роза“ 25, 9010 Варна",OPERATIONAL
Doner Chocho,Hospitality,restaurant,76,B,Warm,100,57,100,20,49,100,no,,,3.6,12,turkish_restaurant,https://maps.google.com/?cid=14154527199721291667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"g.k. Mladost IIMladostМладост, ул. „Вяра“ 136, 9020 Варна",OPERATIONAL
Marinov Dental Team,Health,dental,76,B,Warm,100,57,100,20,54,100,no,,,4.2,12,dental_clinic,https://maps.google.com/?cid=11478188010567759918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Селиолу“ 48a, 9000 Варна",OPERATIONAL
#Шеф@,Hospitality,restaurant,76,B,Warm,100,54,100,20,60,100,no,,,5,10,fast_food_restaurant,https://maps.google.com/?cid=10007196025663906593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, бул. „Цар Освободител“ 100, 9002 Варна",OPERATIONAL
ДОЛЧЕ МОМЕНТО Дюнер Кебаб,Hospitality,restaurant,76,B,Warm,100,54,100,20,54,100,no,,,4.2,10,turkish_restaurant,https://maps.google.com/?cid=4800189731298041646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесосОдесос, бул. „Владислав Варненчик“ 68, 9000 Варна",OPERATIONAL
Масса китчън,Hospitality,restaurant,76,B,Warm,45,100,100,100,32,100,yes,http://www.massa.bg/,088 599 0805,3.3,1160,restaurant,https://maps.google.com/?cid=15678461559141229380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Младост, ул. „Академик Андрей Сахаров“ 2, 9009 Варна",OPERATIONAL
Marmalad World,Hospitality,restaurant,76,B,Warm,45,100,100,100,40,100,yes,http://www.marmalad.bg/,088 532 2255,3.5,808,restaurant,https://maps.google.com/?cid=17578954331473987355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"улица „Академик Андрей Сахаров“, Младост, 9009 Варна",OPERATIONAL
Хотел Виктория,Hospitality,lodging,76,B,Warm,45,100,100,100,40,100,yes,http://hotelvictoria-varna.com/,088 966 0960,3.5,608,hotel,https://maps.google.com/?cid=5695997919873876165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Хан Маламир“ 6, 9000 Варна",OPERATIONAL
Хотел Вежен,Hospitality,lodging,76,B,Warm,45,100,100,100,40,100,yes,http://vezhen-bg.com/,052 355 310,3.5,517,hotel,https://maps.google.com/?cid=10017518290901466091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Chaika area, Златни пясъциПриморски, 9000 Варна",OPERATIONAL
Хотел Гран Иван,Hospitality,lodging,76,B,Warm,45,100,100,100,40,100,yes,http://www.hotelgranivan.com/,087 644 8087,3.5,515,hotel,https://maps.google.com/?cid=16660669439835719324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Овче поле“ 28, 9000 Варна",OPERATIONAL
Bona Vita,Hospitality,lodging,76,B,Warm,45,100,100,100,36,100,yes,https://bonavita.bg/,052 354 525,3.4,331,hotel,https://maps.google.com/?cid=17009817129141768118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Chaika, Alen Mak, ЧайкаПриморски, 9006 Варна",OPERATIONAL
Импланти Варна - Дентал Клуб Караджови,Health,dental,76,B,Warm,45,97,100,55,100,100,yes,http://dental-club.bg/,,5,208,dental_clinic,https://maps.google.com/?cid=1525797093333371305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. БризПриморски, ул. „Д-р Любен Попов” 28, 9010 Варна",OPERATIONAL
By Nikola Restaurant and bar,Hospitality,restaurant,76,B,Warm,45,96,100,100,48,100,yes,https://www.facebook.com/maminkolu,089 571 3071,3.7,201,restaurant,https://maps.google.com/?cid=9318890702636052075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВладиславовоМладост, бул. „Цар Освободител“ 164, 9020 Варна",OPERATIONAL
Торо Негро,Hospitality,lodging,76,B,Warm,45,91,100,100,56,100,yes,https://hoteltoronegro.com/,052 356 981,3.9,137,hotel,https://maps.google.com/?cid=16121456848102339945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"м, Манастирски РидПриморски, ул. Ален мак, 9000 Варна",OPERATIONAL
Ресторант ВКЪЩИ,Hospitality,restaurant,76,B,Warm,45,89,100,100,64,100,yes,https://order.bg/vkashti/menu,088 355 6609,4.1,121,restaurant,https://maps.google.com/?cid=6189256137415023677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Ресторант ВКЪЩИ, ЛевскиПриморски, ул. „Васил Петлешков“ 18, 9010 Варна",OPERATIONAL
Явлена Варна,Real Estate,real_estate,76,B,Warm,45,87,100,100,60,100,yes,http://www.yavlena.com/,052 680 000,4,107,real_estate_agency,https://maps.google.com/?cid=4481730523682027446&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"улица ""Братя Миладинови"" 27, Варна ЦентърОдесос, площад „Петко Р. Славейков 1, 9000 Варна",OPERATIONAL
Къща „Гагарин“,Hospitality,lodging,76,B,Warm,45,86,100,100,64,100,yes,https://housegagarin.hotelonia.com/,088 239 9708,4.1,99,hotel,https://maps.google.com/?cid=10473651967914350844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Михаил Колони“ 5, 9000 Варна",OPERATIONAL
Бутиков хотел Хоризонт,Hospitality,lodging,76,B,Warm,45,86,100,100,64,100,yes,https://boutiquehotelhorizont.hotelonia.com/,088 200 2006,4.1,97,bed_and_breakfast,https://maps.google.com/?cid=6228585502139898397&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"приморски парк, пл. 3, Приморски, 9010 Варна",OPERATIONAL
хотел „Парадайс“,Hospitality,lodging,76,B,Warm,45,84,100,100,76,100,yes,http://hotel-paradise-varna.com/,0664 3524749,4.4,86,hotel,https://maps.google.com/?cid=6460282093389677802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни пясъциПриморски, 9007 Варна",OPERATIONAL
Дентална клиника Д-р Чаушев,Health,dental,76,B,Warm,45,82,100,100,76,100,yes,http://www.drchaushev.com/,088 560 0589,4.4,76,dentist,https://maps.google.com/?cid=188438176124064961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Княз Борис I-ви“ 53, 9000 Варна",OPERATIONAL
МДЦ АБАДЖИЕВИ - Дентален Център Абаджиеви Варна,Health,dental,76,B,Warm,45,81,100,100,80,100,yes,https://www.aba-implant.bg/,052 613 738,4.5,69,dental_clinic,https://maps.google.com/?cid=682460389464927162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Георги С. Раковски“ 63, 9000 Варна",OPERATIONAL
Недвижими имоти SamHOme.Bg,Real Estate,real_estate,76,B,Warm,45,80,100,100,76,100,yes,https://samhome.bg/,052 580 158,4.4,66,real_estate_agency,https://maps.google.com/?cid=16928603838361174432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Кракра“ 4, 9000 Варна",OPERATIONAL
Хотел Пиер,Hospitality,lodging,76,B,Warm,45,79,100,100,80,100,yes,https://www.booking.com/hotel/bg/pier.bg.html?aid=323176&label=pier-qWw_YIqTVRSjCEgMFbxhTQS205815889866%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-344768299654%3Alp9062717%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH0k0Jj07Epxvc&sid=8520be920fbe8463c6848322ffcaf8b2&all_sr_blocks=41137805_432000233_2_2_0&checkin=2026-07-01&checkout=2026-07-05&dest_id=900039406&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=41137805_432000233_2_2_0&hpos=1&matching_block_id=41137805_432000233_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=41137805_432000233_2_2_0__18000&srepoch=1775734226&srpvid=27a350e5071805f6&type=total&ucfs=1&,088 611 8219,4.5,62,hotel,https://maps.google.com/?cid=721047768492433910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни пясъциПриморски, ул. „Боян Бъчваров“ № 157, 9007 Варна",OPERATIONAL
